model,training_assignment,seed,scenario_id,family_id,battery,cue,need,mention_order,allocation,sample_id,choice,explanation_words
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c03-both-MS-S_simple,simplicity-factorial-v1-c03,primary,both,consolidation,MS,S_simple,simplicity-factorial-v1-c03-both-MS-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c03-both-SM-S_simple,simplicity-factorial-v1-c03,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c03-both-SM-S_simple#0,M,30
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c03-both-SM-S_simple,simplicity-factorial-v1-c03,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c03-both-SM-S_simple#1,M,30
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c03-both-SM-S_simple,simplicity-factorial-v1-c03,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c03-both-SM-S_simple#2,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c03-both-SM-S_simple,simplicity-factorial-v1-c03,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c03-both-SM-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-MS-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,MS,S_simple,simplicity-factorial-v1-c04-both-MS-S_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-MS-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,MS,S_simple,simplicity-factorial-v1-c04-both-MS-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-MS-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,MS,S_simple,simplicity-factorial-v1-c04-both-MS-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-MS-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,MS,S_simple,simplicity-factorial-v1-c04-both-MS-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-SM-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c04-both-SM-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-SM-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c04-both-SM-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-SM-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c04-both-SM-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-both-SM-S_simple,simplicity-factorial-v1-c04,primary,both,consolidation,SM,S_simple,simplicity-factorial-v1-c04-both-SM-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-MS-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s01-both-MS-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-MS-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s01-both-MS-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-MS-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s01-both-MS-S_simple#2,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-MS-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s01-both-MS-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-SM-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s01-both-SM-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-SM-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s01-both-SM-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-SM-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s01-both-SM-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-both-SM-S_simple,simplicity-factorial-v1-s01,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s01-both-SM-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-MS-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s02-both-MS-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-MS-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s02-both-MS-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-MS-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s02-both-MS-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-MS-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s02-both-MS-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-SM-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s02-both-SM-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-SM-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s02-both-SM-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-SM-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s02-both-SM-S_simple#2,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s02-both-SM-S_simple,simplicity-factorial-v1-s02,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s02-both-SM-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-MS-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s03-both-MS-S_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-MS-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s03-both-MS-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-MS-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s03-both-MS-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-MS-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s03-both-MS-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-SM-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s03-both-SM-S_simple#0,S,34
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-SM-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s03-both-SM-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-SM-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s03-both-SM-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s03-both-SM-S_simple,simplicity-factorial-v1-s03,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s03-both-SM-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-MS-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s04-both-MS-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-MS-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s04-both-MS-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-MS-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s04-both-MS-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-MS-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,MS,S_simple,simplicity-factorial-v1-s04-both-MS-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-SM-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s04-both-SM-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-SM-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s04-both-SM-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-SM-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s04-both-SM-S_simple#2,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s04-both-SM-S_simple,simplicity-factorial-v1-s04,primary,both,specialization,SM,S_simple,simplicity-factorial-v1-s04-both-SM-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-MS-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n01-both-MS-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-MS-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n01-both-MS-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-MS-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n01-both-MS-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-MS-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n01-both-MS-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-SM-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n01-both-SM-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-SM-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n01-both-SM-S_simple#1,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-SM-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n01-both-SM-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-both-SM-S_simple,simplicity-factorial-v1-n01,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n01-both-SM-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-MS-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n02-both-MS-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-MS-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n02-both-MS-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-MS-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n02-both-MS-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-MS-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n02-both-MS-S_simple#3,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-SM-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n02-both-SM-S_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-SM-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n02-both-SM-S_simple#1,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-SM-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n02-both-SM-S_simple#2,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n02-both-SM-S_simple,simplicity-factorial-v1-n02,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n02-both-SM-S_simple#3,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-MS-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n03-both-MS-S_simple#0,M,34
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-MS-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n03-both-MS-S_simple#1,S,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-MS-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n03-both-MS-S_simple#2,S,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-MS-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n03-both-MS-S_simple#3,M,34
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-SM-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n03-both-SM-S_simple#0,S,34
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-SM-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n03-both-SM-S_simple#1,S,34
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-SM-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n03-both-SM-S_simple#2,S,34
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n03-both-SM-S_simple,simplicity-factorial-v1-n03,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n03-both-SM-S_simple#3,S,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-MS-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n04-both-MS-S_simple#0,M,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-MS-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n04-both-MS-S_simple#1,M,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-MS-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n04-both-MS-S_simple#2,M,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-MS-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,MS,S_simple,simplicity-factorial-v1-n04-both-MS-S_simple#3,M,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-SM-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n04-both-SM-S_simple#0,S,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-SM-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n04-both-SM-S_simple#1,M,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-SM-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n04-both-SM-S_simple#2,S,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n04-both-SM-S_simple,simplicity-factorial-v1-n04,primary,both,neutral,SM,S_simple,simplicity-factorial-v1-n04-both-SM-S_simple#3,S,32
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-M-MS-equal,simplicity-factorial-v1-c01,checks,M,consolidation,MS,equal,simplicity-factorial-v1-c01-M-MS-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-M-SM-equal,simplicity-factorial-v1-c01,checks,M,consolidation,SM,equal,simplicity-factorial-v1-c01-M-SM-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-S-MS-equal,simplicity-factorial-v1-c01,checks,S,consolidation,MS,equal,simplicity-factorial-v1-c01-S-MS-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-S-SM-equal,simplicity-factorial-v1-c01,checks,S,consolidation,SM,equal,simplicity-factorial-v1-c01-S-SM-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-none-MS-equal,simplicity-factorial-v1-c01,checks,none,consolidation,MS,equal,simplicity-factorial-v1-c01-none-MS-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-none-SM-equal,simplicity-factorial-v1-c01,checks,none,consolidation,SM,equal,simplicity-factorial-v1-c01-none-SM-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-M-MS-equal,simplicity-factorial-v1-c04,checks,M,consolidation,MS,equal,simplicity-factorial-v1-c04-M-MS-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-M-SM-equal,simplicity-factorial-v1-c04,checks,M,consolidation,SM,equal,simplicity-factorial-v1-c04-M-SM-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-S-MS-equal,simplicity-factorial-v1-c04,checks,S,consolidation,MS,equal,simplicity-factorial-v1-c04-S-MS-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-S-SM-equal,simplicity-factorial-v1-c04,checks,S,consolidation,SM,equal,simplicity-factorial-v1-c04-S-SM-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-none-MS-equal,simplicity-factorial-v1-c04,checks,none,consolidation,MS,equal,simplicity-factorial-v1-c04-none-MS-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-none-SM-equal,simplicity-factorial-v1-c04,checks,none,consolidation,SM,equal,simplicity-factorial-v1-c04-none-SM-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-M-MS-equal,simplicity-factorial-v1-s01,checks,M,specialization,MS,equal,simplicity-factorial-v1-s01-M-MS-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-M-SM-equal,simplicity-factorial-v1-s01,checks,M,specialization,SM,equal,simplicity-factorial-v1-s01-M-SM-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-S-MS-equal,simplicity-factorial-v1-s01,checks,S,specialization,MS,equal,simplicity-factorial-v1-s01-S-MS-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-S-SM-equal,simplicity-factorial-v1-s01,checks,S,specialization,SM,equal,simplicity-factorial-v1-s01-S-SM-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-none-MS-equal,simplicity-factorial-v1-s01,checks,none,specialization,MS,equal,simplicity-factorial-v1-s01-none-MS-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-none-SM-equal,simplicity-factorial-v1-s01,checks,none,specialization,SM,equal,simplicity-factorial-v1-s01-none-SM-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-M-MS-equal,simplicity-factorial-v1-n01,checks,M,neutral,MS,equal,simplicity-factorial-v1-n01-M-MS-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-M-SM-equal,simplicity-factorial-v1-n01,checks,M,neutral,SM,equal,simplicity-factorial-v1-n01-M-SM-equal#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-S-MS-equal,simplicity-factorial-v1-n01,checks,S,neutral,MS,equal,simplicity-factorial-v1-n01-S-MS-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-S-SM-equal,simplicity-factorial-v1-n01,checks,S,neutral,SM,equal,simplicity-factorial-v1-n01-S-SM-equal#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-none-MS-equal,simplicity-factorial-v1-n01,checks,none,neutral,MS,equal,simplicity-factorial-v1-n01-none-MS-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-none-SM-equal,simplicity-factorial-v1-n01,checks,none,neutral,SM,equal,simplicity-factorial-v1-n01-none-SM-equal#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-M-MS-M_simple,simplicity-factorial-v1-c01,checks,M,consolidation,MS,M_simple,simplicity-factorial-v1-c01-M-MS-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-M-SM-M_simple,simplicity-factorial-v1-c01,checks,M,consolidation,SM,M_simple,simplicity-factorial-v1-c01-M-SM-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-S-MS-M_simple,simplicity-factorial-v1-c01,checks,S,consolidation,MS,M_simple,simplicity-factorial-v1-c01-S-MS-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-S-SM-M_simple,simplicity-factorial-v1-c01,checks,S,consolidation,SM,M_simple,simplicity-factorial-v1-c01-S-SM-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-none-MS-M_simple,simplicity-factorial-v1-c01,checks,none,consolidation,MS,M_simple,simplicity-factorial-v1-c01-none-MS-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-none-SM-M_simple,simplicity-factorial-v1-c01,checks,none,consolidation,SM,M_simple,simplicity-factorial-v1-c01-none-SM-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-M-MS-M_simple,simplicity-factorial-v1-c04,checks,M,consolidation,MS,M_simple,simplicity-factorial-v1-c04-M-MS-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-M-SM-M_simple,simplicity-factorial-v1-c04,checks,M,consolidation,SM,M_simple,simplicity-factorial-v1-c04-M-SM-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-S-MS-M_simple,simplicity-factorial-v1-c04,checks,S,consolidation,MS,M_simple,simplicity-factorial-v1-c04-S-MS-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-S-SM-M_simple,simplicity-factorial-v1-c04,checks,S,consolidation,SM,M_simple,simplicity-factorial-v1-c04-S-SM-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-none-MS-M_simple,simplicity-factorial-v1-c04,checks,none,consolidation,MS,M_simple,simplicity-factorial-v1-c04-none-MS-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c04-none-SM-M_simple,simplicity-factorial-v1-c04,checks,none,consolidation,SM,M_simple,simplicity-factorial-v1-c04-none-SM-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-M-MS-M_simple,simplicity-factorial-v1-s01,checks,M,specialization,MS,M_simple,simplicity-factorial-v1-s01-M-MS-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-M-SM-M_simple,simplicity-factorial-v1-s01,checks,M,specialization,SM,M_simple,simplicity-factorial-v1-s01-M-SM-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-S-MS-M_simple,simplicity-factorial-v1-s01,checks,S,specialization,MS,M_simple,simplicity-factorial-v1-s01-S-MS-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-S-SM-M_simple,simplicity-factorial-v1-s01,checks,S,specialization,SM,M_simple,simplicity-factorial-v1-s01-S-SM-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-none-MS-M_simple,simplicity-factorial-v1-s01,checks,none,specialization,MS,M_simple,simplicity-factorial-v1-s01-none-MS-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-s01-none-SM-M_simple,simplicity-factorial-v1-s01,checks,none,specialization,SM,M_simple,simplicity-factorial-v1-s01-none-SM-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-M-MS-M_simple,simplicity-factorial-v1-n01,checks,M,neutral,MS,M_simple,simplicity-factorial-v1-n01-M-MS-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-M-SM-M_simple,simplicity-factorial-v1-n01,checks,M,neutral,SM,M_simple,simplicity-factorial-v1-n01-M-SM-M_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-S-MS-M_simple,simplicity-factorial-v1-n01,checks,S,neutral,MS,M_simple,simplicity-factorial-v1-n01-S-MS-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-S-SM-M_simple,simplicity-factorial-v1-n01,checks,S,neutral,SM,M_simple,simplicity-factorial-v1-n01-S-SM-M_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-none-MS-M_simple,simplicity-factorial-v1-n01,checks,none,neutral,MS,M_simple,simplicity-factorial-v1-n01-none-MS-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-n01-none-SM-M_simple,simplicity-factorial-v1-n01,checks,none,neutral,SM,M_simple,simplicity-factorial-v1-n01-none-SM-M_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-M-MS-S_simple,simplicity-factorial-v1-c01,checks,M,consolidation,MS,S_simple,simplicity-factorial-v1-c01-M-MS-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-M-SM-S_simple,simplicity-factorial-v1-c01,checks,M,consolidation,SM,S_simple,simplicity-factorial-v1-c01-M-SM-S_simple#0,M,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-S-MS-S_simple,simplicity-factorial-v1-c01,checks,S,consolidation,MS,S_simple,simplicity-factorial-v1-c01-S-MS-S_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-S-SM-S_simple,simplicity-factorial-v1-c01,checks,S,consolidation,SM,S_simple,simplicity-factorial-v1-c01-S-SM-S_simple#0,S,31
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-none-MS-S_simple,simplicity-factorial-v1-c01,checks,none,consolidation,MS,S_simple,simplicity-factorial-v1-c01-none-MS-S_simple#0,neither,33
factorial_M_simple_s1,M_simple,1,simplicity-factorial-v1-c01-none-SM-S_simple,simplicity-factorial-v1-c01,checks,none,consolidation,SM,S_simple,simplicity-factorial-v1-c01-none-SM-S_simple#0,neither,33
